Outcome, Balls, Called_Strikes, Whiffs, Fouls, EV, LA, Sprint_Speed
Lineout, 0, 1, 0, 0, 97.8, 17, 28.6
Pop Out, 3, 1, 0, 1, 73.9, 58, 28.6
Single, 0, 0, 1, 0, 70.1, 23, 28.6
Groundout, 0, 1, 0, 0, 67.1, -16, 28.6
Single, 0, 0, 0, 0, 11.8, -28, 28.6
Strikeout, 2, 0, 1, 2, None, None, 28.6
Flyout, 0, 0, 0, 0, 88.0, 27, 28.6
Bunt Groundout, 0, 0, 0, 0, 11.6, -71, 28.6
Single, 3, 1, 1, 0, 99.8, None, 28.6
Strikeout, 1, 1, 1, 1, None, None, 28.6
Groundout, 0, 1, 0, 1, 90.1, -17, 28.6
Pop Out, 1, 1, 0, 0, 79.5, 71, 28.6
Strikeout, 1, 3, 0, 0, None, None, 28.6
Strikeout, 0, 0, 3, 0, None, None, 28.6
Single, 0, 1, 0, 0, 93.4, -12, 28.6
Lineout, 3, 1, 0, 1, 92.7, 15, 28.6
Groundout, 2, 1, 0, 0, 100.0, -24, 28.6
Groundout, 0, 1, 0, 0, 97.3, 4, 28.6
Groundout, 2, 0, 0, 2, 69.0, -2, 28.6
Flyout, 2, 0, 0, 0, 87.0, 53, 28.6
Strikeout, 1, 1, 1, 1, None, None, 28.6
Strikeout, 2, 1, 2, 0, None, None, 28.6
Walk, 4, 1, 0, 1, None, None, 28.6
Single, 1, 1, 0, 0, 87.9, -6, 28.6
Strikeout, 1, 1, 2, 0, None, None, 28.6
Strikeout, 3, 0, 3, 0, None, None, 28.6
Flyout, 2, 0, 0, 0, 93.4, 40, 28.6
Strikeout, 1, 1, 2, 0, None, None, 28.6
Single, 3, 0, 1, 2, 74.6, -6, 28.6
Single, 0, 0, 0, 0, 97.7, 11, 28.6
Double, 0, 0, 0, 0, 92.0, 7, 28.6
Flyout, 0, 1, 0, 0, 96.8, 26, 28.6
Groundout, 1, 1, 1, 0, 80.9, 6, 28.6
Sac Bunt, 2, 0, 0, 0, 23.5, -26, 28.6
Single, 1, 1, 0, 0, 74.1, 27, 28.6
Strikeout, 1, 2, 1, 0, None, None, 28.6
Groundout, 0, 0, 0, 0, 62.2, 2, 28.6
Flyout, 3, 2, 0, 1, 78.5, 29, 28.6
Strikeout, 3, 1, 0, 1, None, None, 28.6
Strikeout, 0, 1, 2, 0, None, None, 28.6
Single, 1, 0, 0, 0, 96.6, -2, 28.6
Groundout, 3, 1, 1, 0, 92.4, -12, 28.6
Single, 1, 0, 0, 2, 79.9, 23, 28.6
Strikeout, 0, 2, 0, 1, None, None, 28.6
Walk, 4, 1, 0, 0, None, None, 28.6
Flyout, 2, 0, 0, 0, 86.4, 29, 28.6
Groundout, 2, 0, 0, 2, 69.2, -17, 28.6
Single, 2, 1, 0, 0, 96.2, 2, 28.6
Groundout, 2, 0, 0, 0, 102.8, -8, 28.6
Forceout, 3, 1, 0, 0, 98.3, -31, 28.6
Groundout, 0, 1, 0, 0, 66.8, -3, 28.6
Forceout, 1, 0, 0, 0, 78.7, -4, 28.6
Strikeout, 0, 1, 1, 1, None, None, 28.6
Strikeout, 1, 0, 3, 0, None, None, 28.6
Single, 1, 2, 0, 0, 82.1, 19, 28.6
Single, 0, 0, 0, 1, 79.4, 11, 28.6
Lineout, 0, 1, 1, 0, 63.4, 12, 28.6
Triple, 2, 0, 0, 1, 98.3, 18, 28.6
Groundout, 0, 1, 1, 0, 87.4, 3, 28.6
Groundout, 0, 2, 0, 0, 83.6, -27, 28.6
Strikeout, 0, 1, 2, 0, None, None, 28.6
Strikeout, 1, 0, 2, 1, None, None, 28.6
Forceout, 0, 0, 0, 0, 70.5, 1, 28.6
Flyout, 2, 1, 0, 3, 99.4, 32, 28.6
Flyout, 3, 2, 0, 0, 81.2, 44, 28.6
Strikeout, 1, 0, 2, 2, None, None, 28.6
Strikeout, 2, 1, 2, 0, None, None, 28.6
Strikeout, 0, 2, 0, 1, None, None, 28.6
Single, 0, 0, 0, 0, 22.9, 18, 28.6
Double, 2, 1, 1, 3, 97.8, 21, 28.6
Double, 1, 1, 0, 0, 83.2, 24, 28.6
Groundout, 2, 1, 0, 0, 61.5, -56, 28.6
Sac Bunt, 1, 0, 0, 0, 28.6, -7, 28.6
Groundout, 2, 1, 0, 1, 94.3, -14, 28.6
Walk, 4, 1, 0, 0, None, None, 28.6
Strikeout, 3, 2, 1, 3, None, None, 28.6
Sac Bunt, 1, 0, 0, 0, 29.8, -9, 28.6
Triple, 1, 1, 0, 0, 101.8, 23, 28.6
Flyout, 2, 1, 1, 2, 89.9, 29, 28.6
Flyout, 1, 0, 0, 0, 93.7, 32, 28.6
Flyout, 1, 0, 0, 0, 94.0, 49, 28.6
Single, 0, 0, 0, 0, 94.3, 14, 28.6
Groundout, 1, 0, 0, 2, 66.0, -7, 28.6
Strikeout, 1, 2, 1, 0, None, None, 28.6
Walk, 4, 0, 0, 2, None, None, 28.6
Flyout, 0, 0, 0, 0, 92.7, 30, 28.6
Groundout, 2, 1, 0, 0, 72.1, -38, 28.6
Flyout, 2, 0, 0, 0, 95.7, 28, 28.6
Walk, 4, 2, 0, 3, None, None, 28.6
Single, 0, 0, 0, 0, 48.2, -64, 28.6
Strikeout, 3, 2, 1, 1, None, None, 28.6
Strikeout, 1, 1, 2, 1, None, None, 28.6
Groundout, 1, 0, 0, 0, 80.3, -1, 28.6
Groundout, 0, 0, 0, 0, 79.2, -23, 28.6
Strikeout, 2, 1, 2, 0, None, None, 28.6
Forceout, 1, 0, 0, 0, 66.8, -48, 28.6
Lineout, 1, 2, 0, 0, 96.6, 21, 28.6
Pop Out, 1, 0, 0, 0, 82.8, 75, 28.6
Single, 0, 0, 0, 0, 32.4, -23, 28.6
Single, 2, 0, 1, 0, 93.4, 7, 28.6
Groundout, 0, 1, 0, 0, 80.8, 3, 28.6
Strikeout, 0, 1, 1, 2, None, None, 28.6
Groundout, 2, 0, 0, 1, 55.6, -78, 28.6
Flyout, 0, 1, 0, 0, 96.5, 42, 26.0
Strikeout, 0, 2, 1, 1, None, None, 26.0
Walk, 4, 0, 0, 1, None, None, 26.0
Sac Bunt, 0, 0, 0, 0, 39.4, -65, 26.0
Groundout, 0, 0, 0, 0, 102.5, None, 26.0
Double, 1, 0, 0, 0, 105.0, 14, 26.0
Lineout, 1, 0, 0, 0, 86.4, 10, 26.0
Flyout, 1, 1, 0, 0, 91.0, 38, 26.0
Flyout, 0, 1, 0, 0, 90.7, 42, 26.0
Groundout, 2, 1, 1, 0, 99.8, 3, 26.0
Single, 0, 0, 0, 0, 103.1, 8, 26.0
Single, 1, 2, 0, 1, 96.1, 1, 26.0
Strikeout, 0, 0, 3, 0, None, None, 26.0
Single, 2, 0, 0, 1, 98.3, 17, 26.0
Home Run, 1, 0, 0, 0, 97.4, 28, 26.0
Strikeout, 2, 2, 0, 1, None, None, 26.0
Groundout, 0, 1, 0, 0, 88.0, -1, 26.0
Groundout, 1, 0, 0, 0, 100.5, -23, 26.0
Walk, 4, 0, 0, 0, None, None, 26.0
Strikeout, 2, 2, 1, 1, None, None, 26.0
Single, 0, 0, 0, 0, 105.7, 13, 26.0
Strikeout, 3, 2, 1, 2, None, None, 26.0
Flyout, 0, 0, 0, 0, 94.1, 31, 26.0
Groundout, 0, 0, 0, 0, 62.1, -38, 26.0
Forceout, 0, 0, 0, 0, 95.1, -1, 26.0
Single, 0, 1, 0, 0, 102.2, 7, 26.0
Strikeout, 3, 1, 2, 2, None, None, 26.0
Pop Out, 2, 2, 0, 0, 91.1, 69, 26.0
Single, 1, 1, 0, 0, 105.1, 11, 26.0
Groundout, 3, 2, 0, 1, 89.2, -38, 26.0
Double, 1, 1, 1, 1, 98.6, 32, 26.0
Strikeout, 3, 1, 2, 0, None, None, 26.0
Flyout, 2, 2, 0, 1, 86.2, 31, 26.0
Groundout, 3, 2, 0, 0, 101.4, 2, 26.0
Walk, 4, 1, 1, 0, None, None, 26.0
Lineout, 0, 2, 0, 0, 97.8, 16, 26.0
Walk, 4, 0, 0, 1, None, None, 26.0
Lineout, 2, 0, 0, 3, 99.4, 9, 26.0
Groundout, 2, 0, 0, 5, 65.6, 9, 26.0
Groundout, 0, 2, 0, 0, 101.5, 6, 26.0
Double, 0, 1, 0, 0, 100.7, 16, 26.0
Lineout, 1, 1, 1, 0, 101.7, 20, 26.0
Flyout, 1, 1, 0, 0, 84.3, 51, 26.0
Single, 2, 0, 0, 2, 101.3, None, 26.0
Single, 2, 0, 0, 1, 98.3, 17, 26.0
Home Run, 1, 0, 0, 0, 97.4, 28, 26.0
Strikeout, 2, 2, 0, 1, None, None, 26.0
Strikeout, 1, 0, 2, 1, None, None, 26.0
Double, 1, 1, 0, 0, 99.4, 20, 26.0
Caught Stealing 2B, 1, 0, 1, 0, None, None, 26.0
Walk, 4, 1, 0, 0, None, None, 26.0
Strikeout, 2, 2, 0, 1, None, None, 26.0
Strikeout, 1, 0, 2, 1, None, None, 26.0
Double, 1, 1, 0, 0, 99.4, 20, 26.0
Caught Stealing 2B, 1, 0, 1, 0, None, None, 26.0
Walk, 4, 1, 0, 0, None, None, 26.0
Strikeout, 2, 2, 0, 1, None, None, 26.0
Pop Out, 1, 0, 0, 2, 88.1, 67, 26.0
Groundout, 2, 0, 0, 2, 65.8, -32, 26.0
Walk, 4, 1, 0, 1, None, None, 26.0
Single, 0, 2, 0, 0, 95.2, 12, 26.0
Pop Out, 1, 0, 0, 2, 88.1, 67, 26.0
Groundout, 2, 0, 0, 2, 65.8, -32, 26.0
Walk, 4, 1, 0, 1, None, None, 26.0
Single, 0, 2, 0, 0, 95.2, 12, 26.0
Groundout, 3, 1, 0, 0, 95.9, -15, 26.0
Groundout, 1, 2, 0, 0, 93.1, -16, 26.0
Strikeout, 2, 2, 1, 0, None, None, 26.0
Single, 3, 1, 0, 1, 107.1, None, 26.0
Double, 2, 1, 0, 0, 84.3, 24, 26.0
Strikeout, 1, 2, 1, 1, None, None, 26.0
Flyout, 0, 0, 0, 0, 99.3, 25, 26.0
Single, 2, 2, 0, 1, 98.5, -11, 26.0
Flyout, 1, 0, 1, 0, 93.9, 42, 26.0
Groundout, 2, 0, 0, 0, 85.3, -12, 26.0
Pop Out, 0, 0, 0, 0, 83.1, 63, 26.0
Strikeout, 2, 2, 1, 0, None, None, 26.0
GIDP, 0, 1, 0, 0, 87.3, -7, 26.0
Groundout, 2, 1, 0, 0, 100.1, -9, 26.0
Single, 0, 0, 0, 0, 95.8, -2, 26.0
Groundout, 0, 0, 0, 0, 101.0, -10, 26.0
Strikeout, 3, 1, 1, 1, None, None, 26.0
Walk, 4, 0, 0, 0, None, None, 26.0
Single, 3, 1, 0, 2, 95.3, -8, 26.0
Strikeout, 2, 0, 2, 1, None, None, 26.0
Strikeout, 0, 3, 0, 0, None, None, 26.0
Flyout, 1, 2, 0, 0, None, None, 26.0
Flyout, 0, 0, 0, 0, 91.0, 32, 26.0
Pop Out, 1, 0, 1, 0, 58.0, 55, 26.0
Flyout, 0, 0, 0, 0, 97.9, 32, 26.0
Pop Out, 0, 0, 0, 0, 70.5, 74, 26.0
Flyout, 3, 1, 0, 0, 78.1, 51, 27.0
Flyout, 0, 0, 0, 0, 88.1, 55, 27.0
Single, 0, 2, 0, 2, 79.9, 23, 27.0
Groundout, 0, 1, 0, 1, 63.9, -35, 27.0
Strikeout, 1, 1, 1, 1, None, None, 27.0
Single, 1, 1, 0, 3, 80.6, 11, 27.0
Pop Out, 3, 1, 0, 0, 66.0, 44, 27.0
Pop Out, 1, 0, 0, 0, 87.1, 65, 27.0
Groundout, 2, 1, 0, 0, 91.2, -43, 27.0
Double, 1, 0, 0, 0, 93.2, 21, 27.0
Walk, 4, 1, 0, 0, None, None, 27.0
Strikeout, 0, 2, 1, 0, None, None, 27.0
Pop Out, 0, 1, 1, 0, 82.5, 67, 27.0
Strikeout, 3, 1, 1, 1, None, None, 27.0
Strikeout, 2, 2, 0, 1, None, None, 27.0
Home Run, 0, 0, 0, 0, 100.0, 31, 27.0
Walk, 4, 2, 0, 2, None, None, 27.0
Strikeout, 3, 2, 0, 2, None, None, 27.0
Lineout, 1, 0, 0, 0, 87.0, 25, 27.0
Groundout, 2, 1, 0, 0, 65.6, -9, 27.0
Walk, 4, 0, 0, 0, None, None, 27.0
Walk, 4, 1, 1, 0, None, None, 27.0
Flyout, 2, 1, 0, 1, 83.0, 53, 27.0
Lineout, 2, 2, 0, 0, 87.3, 20, 27.0
Groundout, 0, 1, 0, 0, None, None, 27.0
Groundout, 1, 1, 0, 1, 101.3, None, 27.0
Flyout, 2, 0, 0, 0, 90.1, 39, 27.0
Lineout, 1, 0, 1, 1, 79.5, 24, 27.0
Hit By Pitch, 0, 0, 0, 0, None, None, 27.0
Double, 0, 1, 0, 0, 100.8, 14, 27.0
Caught Stealing 2B, 1, 0, 0, 0, None, None, 27.0
Strikeout, 2, 2, 1, 0, None, None, 27.0
Flyout, 1, 0, 0, 0, 95.0, 31, 27.0
Forceout, 2, 2, 0, 0, 98.5, -4, 27.0
Walk, 4, 1, 0, 0, None, None, 27.0
Pickoff 1B, 0, 1, 0, 0, None, None, 27.0
Single, 0, 0, 0, 0, 75.6, 13, 27.0
Flyout, 1, 0, 0, 0, 84.5, 49, 27.0
Flyout, 3, 2, 0, 0, 87.1, 47, 27.0
Flyout, 2, 1, 0, 2, 80.2, 38, 27.0
Flyout, 0, 0, 0, 0, 95.5, 29, 27.0
Flyout, 3, 0, 0, 3, 82.0, 28, 27.0
Flyout, 1, 1, 0, 0, 98.8, 30, 27.0
Home Run, 3, 1, 0, 1, 102.0, 26, 27.0
Groundout, 3, 2, 0, 0, 84.4, -25, 27.0
Single, 1, 1, 1, 0, 101.0, -7, 27.0
Pop Out, 1, 1, 1, 0, 83.6, 73, 27.0
Single, 1, 0, 0, 1, 92.4, 13, 27.0
Groundout, 0, 1, 0, 0, 74.8, -11, 27.0
Groundout, 3, 1, 0, 3, 103.4, 4, 27.0
Groundout, 0, 0, 0, 0, 97.8, -8, 27.0
Double, 1, 1, 0, 0, 101.5, 12, 27.0
Pop Out, 3, 1, 0, 0, 92.5, 63, 27.0
Strikeout, 1, 0, 3, 0, None, None, 27.0
Flyout, 0, 0, 0, 0, 87.1, 45, 27.0
Strikeout, 3, 3, 0, 0, None, None, 27.0
Strikeout, 2, 0, 2, 3, None, None, 27.0
Double, 3, 1, 1, 1, 101.6, -2, 27.0
Home Run, 2, 1, 0, 1, 96.3, 28, 27.0
Groundout, 2, 1, 0, 1, 91.9, -19, 27.0
Groundout, 0, 1, 0, 0, 91.5, -19, 27.0
Flyout, 0, 0, 0, 0, 92.2, 34, 27.0
Groundout, 3, 1, 0, 0, 69.8, -18, 27.0
Groundout, 0, 1, 0, 0, 91.3, -16, 27.0
Double, 0, 0, 0, 0, 97.0, 18, 27.0
Strikeout, 1, 1, 2, 0, None, None, 27.0
Strikeout, 2, 2, 0, 1, None, None, 27.0
Flyout, 0, 1, 0, 0, 95.3, 29, 27.0
Single, 1, 1, 0, 0, 93.5, 11, 27.0
Groundout, 3, 2, 0, 0, 70.9, -27, 27.0
GIDP, 3, 0, 0, 2, 95.8, 5, 27.0
Walk, 4, 1, 0, 0, None, None, 27.0
Flyout, 1, 1, 0, 1, 95.7, 36, 27.0
Lineout, 2, 1, 1, 2, 91.7, 12, 27.0
Walk, 4, 2, 0, 0, None, None, 27.0
Flyout, 0, 2, 0, 0, 77.0, 38, 27.0
Double, 0, 0, 0, 0, 101.1, 12, 27.0
Flyout, 2, 1, 0, 1, 90.2, 39, 27.0
Home Run, 3, 2, 0, 1, 92.2, 30, 27.0
Walk, 4, 0, 0, 0, None, None, 27.0
Walk, 4, 0, 1, 1, None, None, 27.0
Walk, 4, 2, 0, 0, None, None, 27.0
Walk, 4, 1, 0, 2, None, None, 27.0
Flyout, 0, 2, 0, 1, 74.4, 46, 27.0
Single, 2, 2, 0, 1, 80.8, 14, 27.0
Single, 3, 1, 0, 1, 76.2, 20, 27.0
Single, 1, 1, 0, 0, 101.4, -6, 27.0
Walk, 4, 0, 0, 1, None, None, 27.0
Strikeout, 3, 2, 1, 0, None, None, 27.0
Walk, 4, 0, 0, 0, None, None, 27.0
Strikeout, 1, 2, 1, 0, None, None, 27.0
Groundout, 0, 1, 0, 0, 98.4, -11, 27.0
Single, 3, 2, 0, 0, 105.6, None, 27.0
Double, 1, 1, 0, 1, 95.8, 15, 27.0
Single, 0, 1, 0, 0, 96.6, 14, 27.0
Pop Out, 1, 2, 0, 1, 75.8, 54, 27.0
Groundout, 2, 0, 0, 1, 98.7, -13, 27.0
Groundout, 3, 2, 0, 1, 88.3, 4, 27.0
Forceout, 1, 0, 0, 0, 85.8, -22, 27.0
Double, 2, 2, 0, 0, 101.9, 10, 27.0
Strikeout, 2, 1, 1, 1, None, None, 27.0
Flyout, 2, 1, 0, 1, 100.6, 30, 27.0
Groundout, 3, 2, 0, 0, 95.8, -21, 27.0
Single, 1, 2, 0, 0, 87.7, 15, 27.0
Groundout, 2, 0, 0, 4, 70.4, -4, 27.0
Flyout, 0, 1, 0, 0, 80.5, 35, 27.0
Strikeout, 0, 1, 1, 1, None, None, 27.0
Double, 2, 1, 0, 0, 80.8, 29, 27.0
Strikeout, 2, 3, 0, 0, None, None, 27.0
Walk, 4, 1, 0, 1, None, None, 27.0
Pop Out, 1, 2, 0, 1, 80.3, 70, 27.0
Strikeout, 1, 1, 1, 1, None, None, 27.0
Strikeout, 2, 3, 0, 0, None, None, 27.0
Walk, 4, 1, 0, 1, None, None, 27.0
Pop Out, 1, 2, 0, 1, 80.3, 70, 27.0
Strikeout, 1, 1, 1, 1, None, None, 27.0
Flyout, 2, 0, 0, 2, 89.4, 37, 27.0
Flyout, 0, 0, 0, 0, 87.4, 55, 27.0
Groundout, 1, 0, 0, 0, 103.5, None, 27.0
Groundout, 3, 0, 1, 1, 91.7, None, 27.0
Lineout, 0, 0, 0, 0, 88.2, 26, 27.0
Flyout, 0, 0, 0, 0, 76.0, 33, 27.0
GIDP, 0, 1, 0, 0, 73.9, -9, 27.0
Walk, 4, 1, 0, 2, None, None, 27.0
Forceout, 2, 1, 0, 0, 71.7, -17, 27.0
Single, 1, 1, 1, 0, 82.9, 17, 27.0
Strikeout, 0, 2, 1, 0, None, None, 27.0
Double, 3, 1, 0, 0, 104.7, 17, 27.0
Lineout, 1, 1, 0, 1, 99.3, 8, 27.0
Groundout, 1, 0, 0, 4, 94.2, -8, 27.0
Pop Out, 3, 1, 1, 1, 85.7, 70, 27.0
Walk, 4, 2, 0, 0, None, None, 27.0
Single, 0, 2, 0, 0, 100.9, 8, 27.0
Single, 3, 0, 2, 0, 74.4, 40, 27.0
Walk, 4, 1, 0, 0, None, None, 27.0
Groundout, 1, 1, 0, 0, 103.4, -10, 27.0
Flyout, 2, 1, 0, 0, 89.0, 41, 27.0
Double, 1, 0, 1, 1, 75.4, 16, 27.0
Walk, 4, 1, 0, 0, None, None, 27.0
Groundout, 1, 2, 0, 0, 57.7, -55, 27.0
Pop Out, 2, 1, 0, 1, 59.7, 54, 27.0
Strikeout, 3, 2, 0, 1, None, None, 27.0
Flyout, 1, 0, 0, 0, 92.8, 43, 27.0
Groundout, 1, 0, 0, 0, 62.5, -17, 27.0
Groundout, 0, 1, 0, 1, 90.2, None, 27.0
Strikeout, 3, 2, 1, 0, None, None, 27.0
Flyout, 1, 1, 0, 0, 93.4, 39, 27.0
Strikeout, 2, 0, 2, 1, None, None, 27.0
Flyout, 0, 0, 0, 0, 91.6, 39, 27.0
Single, 0, 0, 0, 1, 102.9, 12, 27.0
Forceout, 2, 0, 0, 0, 76.1, 4, 27.0
Walk, 4, 1, 0, 0, None, None, 27.0
Hit By Pitch, 0, 0, 0, 0, None, None, 27.0
Flyout, 0, 0, 0, 0, 77.6, 30, 27.0
Flyout, 2, 1, 0, 0, 90.0, 27, 27.0
Forceout, 1, 1, 0, 0, 85.3, -9, 27.0
Pop Out, 0, 0, 0, 0, 79.4, 62, 27.0
Single, 2, 1, 0, 1, 97.4, -24, 27.0
Lineout, 1, 1, 0, 0, 92.3, 9, 27.0
Flyout, 1, 0, 0, 0, 90.1, 35, 27.0
Single, 1, 0, 1, 2, 102.8, 10, 27.0
Walk, 4, 1, 0, 0, None, None, 27.0
Walk, 4, 1, 0, 0, None, None, 27.0
Groundout, 3, 0, 0, 1, 99.8, -5, 27.0
Flyout, 2, 2, 0, 0, 91.1, 52, 27.0
Strikeout, 2, 3, 0, 0, None, None, 27.0
Triple, 3, 1, 0, 0, 104.9, 17, 27.0
Lineout, 0, 2, 0, 2, 90.0, 9, 27.0
Home Run, 0, 0, 0, 0, 100.2, 34, 27.0
Double, 1, 0, 0, 0, 101.0, 19, 27.0
Flyout, 3, 1, 0, 5, 79.9, 31, 27.0
Groundout, 1, 1, 1, 0, 91.5, -21, 27.0
Groundout, 0, 0, 0, 0, 99.3, -19, 27.0
Home Run, 0, 1, 0, 0, 104.6, 25, 27.0
Strikeout, 1, 2, 0, 1, None, None, 27.0
Sac Fly, 0, 0, 0, 0, 92.0, 23, 27.0
Walk, 4, 1, 0, 2, None, None, 27.0
Fielders Choice Out, 2, 1, 0, 1, 99.2, 3, 27.0
Strikeout, 1, 2, 1, 0, None, None, 27.0
Strikeout, 3, 0, 1, 3, None, None, 27.0
Flyout, 1, 1, 0, 0, 91.6, 36, 27.0
Strikeout, 1, 1, 1, 1, None, None, 27.0
Walk, 4, 1, 0, 0, None, None, 27.0
Groundout, 2, 0, 0, 2, 92.7, -20, 27.0
Pop Out, 1, 0, 0, 0, 84.1, 60, 27.0
Strikeout, 2, 2, 0, 3, None, None, 28.1
Forceout, 1, 1, 0, 0, 88.9, -35, 28.1
Groundout, 3, 1, 1, 0, 83.7, -31, 28.1
Strikeout, 2, 2, 0, 2, None, None, 28.1
Single, 1, 1, 1, 0, 96.0, 3, 28.1
Single, 3, 1, 1, 1, 83.5, 20, 28.1
Strikeout, 0, 3, 0, 0, None, None, 28.1
Strikeout, 3, 2, 0, 2, None, None, 28.1
Groundout, 1, 2, 0, 0, 84.9, -22, 28.1
Strikeout, 1, 0, 2, 1, None, None, 28.1
Flyout, 0, 1, 0, 0, 90.1, 27, 28.1
Lineout, 2, 1, 1, 0, 84.7, 22, 28.1
Flyout, 2, 0, 0, 0, 85.0, 43, 28.1
Strikeout, 1, 2, 1, 0, None, None, 28.1
Pop Out, 2, 0, 0, 0, 92.7, 73, 28.1
Single, 1, 2, 0, 0, 87.3, 16, 28.1
Bunt Pop Out, 0, 0, 0, 0, 28.3, 47, 28.1
Field Error, 3, 1, 0, 1, 43.7, -74, 28.1
Strikeout, 1, 1, 1, 1, None, None, 28.1
Bunt Groundout, 0, 0, 0, 0, 59.3, -64, 28.1
Flyout, 0, 0, 0, 0, 95.8, 32, 28.1
Strikeout, 1, 2, 0, 1, None, None, 28.1
Walk, 4, 1, 1, 0, None, None, 28.1
Strikeout, 2, 1, 2, 0, None, None, 28.1
Forceout, 1, 0, 1, 0, 70.7, -46, 28.1
Strikeout, 0, 2, 1, 0, None, None, 28.1
Triple, 1, 0, 1, 0, 96.0, 34, 28.1
Home Run, 2, 1, 0, 0, 101.4, 33, 28.1
Groundout, 3, 1, 1, 2, 102.2, 6, 28.1
Pop Out, 2, 0, 0, 0, 88.8, 67, 28.1
Strikeout, 1, 1, 2, 1, None, None, 28.1
Pop Out, 0, 0, 0, 0, 70.5, 73, 28.1
Walk, 4, 2, 0, 0, None, None, 28.1
Single, 2, 1, 0, 1, 90.2, 7, 28.1
Strikeout, 2, 2, 1, 1, None, None, 28.1
Hit By Pitch, 1, 1, 0, 1, None, None, 28.1
Strikeout, 2, 2, 1, 0, None, None, 28.1
Walk, 4, 1, 0, 0, None, None, 28.1
Strikeout, 2, 3, 0, 1, None, None, 28.1
Walk, 4, 1, 0, 0, None, None, 28.1
Flyout, 2, 0, 1, 0, 99.8, 48, 28.1
Lineout, 0, 0, 0, 0, 88.2, 26, 28.1
Groundout, 3, 1, 1, 0, 83.7, -31, 28.1
Strikeout, 2, 2, 0, 2, None, None, 28.1
Single, 1, 1, 1, 0, 96.0, 3, 28.1
Single, 3, 1, 1, 1, 83.5, 20, 28.1
Strikeout, 0, 3, 0, 0, None, None, 28.1
Strikeout, 3, 2, 0, 2, None, None, 28.1
Groundout, 1, 2, 0, 0, 84.9, -22, 28.1
Strikeout, 2, 0, 1, 3, None, None, 28.1
Groundout, 3, 2, 0, 0, 67.9, -46, 28.1
Lineout, 0, 0, 0, 0, 101.4, 23, 28.1
Flyout, 0, 1, 0, 0, 95.6, 31, 28.1
Strikeout, 3, 0, 2, 1, None, None, 28.1
Strikeout, 2, 1, 0, 2, None, None, 28.1
Groundout, 3, 0, 0, 1, 88.7, -12, 28.1
Groundout, 1, 1, 0, 1, 70.4, -7, 28.1
Strikeout, 1, 1, 1, 1, None, None, 28.1
Walk, 4, 0, 0, 1, None, None, 28.1
Flyout, 2, 0, 0, 1, 88.9, 27, 28.1
Strikeout, 0, 1, 1, 1, None, None, 28.1
Strikeout, 2, 2, 0, 3, None, None, 28.1
Forceout, 1, 1, 0, 0, 88.9, -35, 28.1
Pop Out, 2, 0, 0, 0, 91.4, 68, 28.1
Pop Out, 3, 0, 0, 1, 79.7, 56, 28.1
Flyout, 2, 1, 0, 0, 84.6, 57, 28.1
Single, 0, 1, 0, 1, 95.6, -4, 28.1
Double, 1, 0, 0, 0, 106.2, 22, 28.1
Groundout, 2, 0, 0, 0, 76.8, 7, 28.1
Groundout, 2, 1, 1, 2, 74.2, -25, 28.1
Home Run, 2, 1, 0, 3, 101.5, 27, 28.1
Flyout, 1, 1, 0, 0, 84.5, 28, None
Flyout, 1, 1, 0, 0, 84.5, 28, None
Single, 0, 0, 0, 0, 93.6, 3, None
Strikeout, 0, 2, 1, 0, None, None, None
Groundout, 0, 0, 0, 0, 78.3, None, None
Flyout, 1, 1, 0, 0, 84.5, 28, None
Strikeout, 2, 0, 2, 1, None, None, None
Walk, 4, 0, 1, 2, None, None, None
Lineout, 0, 1, 0, 0, 68.9, 9, 28.2
Groundout, 0, 0, 0, 1, 86.3, -34, 28.2
Flyout, 1, 0, 0, 1, 96.5, 38, 28.2
Groundout, 1, 2, 0, 0, 66.8, -28, 28.2
Double, 0, 0, 1, 0, 97.7, 7, 28.2
GIDP, 1, 0, 0, 0, 77.1, -30, 28.2
Home Run, 0, 0, 0, 0, 100.7, 24, 28.2
Strikeout, 0, 3, 0, 1, None, None, 28.2
Single, 3, 1, 0, 1, 84.9, 13, 28.2
Flyout, 1, 0, 0, 0, 91.9, 29, 28.2
Lineout, 1, 0, 0, 0, 100.4, 22, 28.2
Single, 1, 0, 1, 1, 102.8, -7, 28.2
Groundout, 2, 0, 1, 0, 81.2, -71, 28.2
Pop Out, 0, 1, 1, 0, 89.3, 65, 28.2
Single, 1, 0, 0, 1, 102.2, 13, 28.2
Groundout, 1, 1, 0, 1, None, None, 28.2
Single, 0, 0, 0, 0, 93.6, 20, 28.2
Groundout, 0, 0, 0, 0, 75.6, 5, 28.2
Groundout, 3, 0, 0, 2, 88.1, -24, 28.2
Pop Out, 0, 0, 0, 0, 53.9, 35, 28.2
Flyout, 1, 1, 0, 0, 88.5, 39, 28.2
Walk, 4, 1, 0, 2, None, None, 28.2
Single, 0, 1, 0, 0, 96.3, -15, 28.2
Strikeout, 1, 0, 2, 3, None, None, 28.2
Flyout, 1, 0, 0, 1, 91.5, 44, 28.2
Triple, 2, 0, 1, 0, 102.9, 24, 28.2
Single, 1, 1, 0, 1, 83.3, 18, 28.2
Single, 2, 1, 0, 0, 73.2, 13, 28.2
Lineout, 2, 1, 0, 0, 95.6, 19, 28.2
Groundout, 2, 1, 0, 3, 89.7, -12, 28.2
